text,topic
"China Factory Workers Protest Pensions (AP) AP - Thousands of retired textile factory workers in an eastern Chinese industrial center blocked traffic in a weekend protest over the failure of their pensions to keep pace with rising prices, officials and labor advocates said Monday.",World
USF-Pittsburgh Rescheduled for Dec. 4 (AP) AP - South Florida and Pittsburgh have rescheduled their hurricane-delayed game for Dec. 4.,Sports
"N. Korea Says Explosion Was Planned North Korea on Monday reportedly told a visiting British diplomat in Pyongyang that a billowing cloud of smoke caused by an explosion last week was the planned demolition of a mountain for a hydroelectric project, according to news reports.",World
"Eagles bring back Levens; place Andrews on IR Philadelphia, PA (Sports Network) - The Philadelphia Eagles made several roster moves on Tuesday, including bringing back Dorsey Levens and placing Shawn Andrews on injured reserve.",Sports
Hilfiger to acquire Lagerfeld brands Tommy Hilfiger Corp. announced Monday that it has reached an agreement to purchase German designer Karl Lagerfelds brands for an undisclosed cash amount.,Business
"Raikkonen is not running scared As Formula One inches towards a conclusion in its drive for radical change, Kimi Raikkonen offered further evidence that the effort might be in vain.",Sports
Gill Fears Glazer Intervention Manchester United chief executive David Gill will head into the clubs annual general meeting tomorrow fearing the possibility of another confrontation with Malcolm Glazer.,Sports
"Taylor and Rockets Rally Past Nets 80-69 (AP) AP - Maurice Taylor, left on the court despite picking up three early fouls, made three straight shots to snap Houston out of an early offensive funk in the Rockets' 80-69 victory Monday night over the New Jersey Nets.",Sports
AirTran Seeks Mediation in Union Talks The union representing AirTran Airways flight attendants said Thursday that talks with AirTran Holdings Inc. have stalled over work rules.,Business
"Business ; Canada Government Says Won #39;t Let Bombardier Die Earlier, federal Transport Minister Jean Lapierre said the sudden resignation of Bombardier #39;s chief executive, Paul Tellier, on Monday would have no impact on the subsidies negotiations.",Business
"Firefox is hot; Thunderbird #39;s not  for good reason Among the online worlds hottest commodities, nothing sizzles quite like Firefox, the new Web browser by the California-based Mozilla Foundation thats causing sleeplessness in and around Seattle, Microsoft Corps home turf.",Sci/Tech
"Sources: Cleveland to fire head coach Butch Davis on Tuesday After spending most of Monday negotiating the terms of his departure after nearly four seasons with the team, the Cleveland Browns will fire head coach Butch Davis on Tuesday, league sources told SI.",Sports
Oracle Won #39;t Predict PeopleSoft Acquisition Oracle Corp. may have won a major antitrust fight with the Justice Department last week over its proposed acquisition of PeopleSoft Inc.,Business
"More injuries, another QB option for woeful Bears Coping with another inept offensive showing, the Chicago Bears were ready to change quarterbacks again Friday, while trying to patch up an injury-depleted line.",Sports
"Spanish grab initiative in bidding war for Abbey Banco Santander is making an attempt to seize back the initiative in its 8.3bn takeover of Abbey National, speeding up its bid timetable while rival bidders continue to circle the UK bank.",Business
Pakistan's PM says peace with India hinges on Kashmir (Reuters) Reuters - Pakistan Prime Minister Shaukat Aziz said on Wednesday he remained hopeful that sustainable peace could be achieved with India after a friendly meeting with his counterpart Manmohan Singh.,World
"Citibank Japan CEO, TSE chief summoned to appear at Diet TOKYO - The House of Councillors Financial Affairs Committee said Monday it has summoned Citibank Japan CEO Douglas Peterson and Tokyo Stock Exchange Inc President Takuo Tsurushima to give unsworn testimony at its meeting Tuesday.",Business
"-Posted by david.berlind  8:27 am (PDT) Karen Tegan-Padir, who was a Sun vice president that oversaw software engineering on the company #39;s Java 2 Enteprise Edition-based (J2EE) application server and other Java products, has left Sun to become Red Hat #39;s vice president of desktop infrastructure ",Sci/Tech
"IT workers happier about job market Monthly measurement of techie optimism marks another slight hike, less worker worry.",Sci/Tech
"Packers-Seahawks scoring summary FIRST QUARTER: K Ryan Longwell 47-yard field goal at 9:03. Key plays: QB Brett Favre opened the drive with a 7-yard pass to WR Donald Driver to GB 39. RB Ahman Green 3-yard run, plus 5-yard facemask penalty on Seattle moved ball to GB 47. Favre 11-yard ...",Sports
"Peterson will give Sooners running start Texas Tech and Oklahoma meet for the 12th time this Saturday, with the Red Raiders traveling to Norman to take on the No. 2 Sooners.",Sports
"Airbus to sell A350 as rival to Boeing Dreamliner Airbus has been given the go-ahead by its shareholders EADS and BAE Systems to market the A350, a new wide-body aircraft that will be a direct rival to Boeings 7E7 Dreamliner.",Business
Pakistan: at least 36 people died in suicide car bomb attack Car detonated at a rally in the city of Multan when people had gathered to commemorate first anniversary of the assassination of extremist Sunni religious leader Azam Tariq.,World
"eBay to Drop Support for Microsoft's Passport (Reuters) Reuters - Microsoft Corp. said on Thursday\that eBay Inc. will soon drop support for its Passport service,\originally intended to make the world's biggest software maker\the gatekeeper of Web identities.",Sci/Tech
"Yankees Close in on Deal With Wright (AP) AP - Jaret Wright and the Yankees closed in on a three-year contract Tuesday night worth  #36;20 million to  #36;21 million, the first major move by New York to revamp its aging rotation.",Sports
Microsoft loses its Halo 2 Microsoft has confirmed that a pirated copy of Halo 2 for Xbox in the PAL video format and French language started circulating on the Internet late Wednesday night.,Sci/Tech
"Stocks End Higher; Oil Curbs Gains US stocks advanced on Friday as a jump in September retail sales boosted investor confidence in the economy, but oil prices at a fresh record of \$55 a barrel kept gains in check.",Business
Pilots Union Agrees to Cuts at Northwest Northwest Airlines and its pilots union reached tentative agreement yesterday on a deal that would save the airline \$300 million in labor costs.,Business
"Rumors of Shakeup in Military-Ruled Myanmar (Reuters) Reuters - Months of tension in Myanmar's junta\appeared to break into the open on Tuesday amid rumors Prime\Minister Khin Nyunt may have been arrested, Thai officials and\diplomats said.",World
"Sri Lanka protestors place body outside embassy of peace broker (AFP) AFP - Hundreds of Sri Lankan protestors carried the body of a slain political activist to the Norwegian embassy in a noisy protest against Norway's role in brokering peace with Tamil Tiger rebels, witnesses said.",World
GM-Fiat Talks Fail to Resolve Rift Over Partnership Agreement The high-stakes standoff between General Motors and Fiat over the terms of a 2000 partnership moved a step closer to the courtroom on Tuesday.,Business
"Man jumps into lions #39; den, tries to  #39;save #39; them TAIPEI, Taiwan - A man jumped into the lions #39; enclosure at the Taipei Zoo and shouted  quot;Jesus will save you quot; before being bitten Wednesday.",World
"Christians Use Gay Marriage to Seek Voters (AP) AP - Christian conservatives are casting a wider net this year in their search for likely voters  #151; especially conservative ones  #151; by asking people on the phone how they feel about same-sex marriage as well as their views on abortion, a standard question in previous election cycles.",World
"Mets offer reportedly 3 years, \$38M After reportedly having dinner with right-hander Pedro Martinez last Thursday, Mets general manager Omar Minaya has made an offer that tops the one the Red Sox submitted, The New York Times reported.",Sports
"UAE, India hit Olympic firsts ATHENS  The United Arab Emirates and India scored Olympic firsts on day four of the Athens Games on Tuesday and there was good news also for host Greece, which landed its second gold of the competition. ",Sports
"Death toll in Asian quake disaster passes 144,000 (AFP) AFP - The number of people killed in the massive earthquake and tidal waves that hit Indian Ocean shorelines a week ago passed 144,000.",World
"Cytec pays \$1.85bn for UCB unit Cytec Industries Inc. is buying the chemicals division of Belgian drugs company UCB in a 1.5 billion euro (\$1.85 billion) cash and stock deal, the US specialty chemical firm said on Friday.",Business
"Flood's toll dire for Haitian city  GONAIVES, Haiti -- Around the corner from a road on which bloated corpses of cows and pigs floated in rivers of mud, James Louis sat on a mound of dirt, selling plastic sandals scavenged from the dead.",World
Italy : Gucci brand expects to double sales by 2011 Italian luxury goods group Gucci Group has ruled out acquisitions and disposals for the next three years and predicted annual sales growth of at least 10 percent.,Business
"Claussen roughed up by Cubs com. The Cincinnati southpaw suffered his fifth straight loss Monday, a 12-5 thrashing at the hands of the Cubs, in the opener of a four-game series with Chicago before a crowd of 38,984 at Wrigley Field.",Sports
Calm returns to Herat after weekend #39;s violence The western Afghan city of Herat was calm yesterday following bloody clashes between supporters of the powerful ousted governor and US and Afghan forces sent to keep the peace.,World
"Russian-born tycoon, rightists neck-and-neck in Lithuania poll VILNIUS : The upstart party of a Russian-born tycoon and right-wing opposition parties were neck-and-neck in Lithuania #39;s parliamentary elections, almost complete results showed.",World
Blunkett #39;s sacrifice DAVID Blunkett sacrificed his political career last night when he resigned as Home Secretary just days before an inquiry was due to report that the visa application for his former lover #39;s nanny was  quot;fast-tracked quot; after all.,World
"Officials blame exiles in US The tone was light, but the dapper comedian #39;s words were sobering as he outlined his vision for regime change in leftist Venezuela.",World
"Syrian - Egyptian summit held Syria #39;s President Bashar al-Assad and his Egyptian counterpart Hosni Mubarak on Tuesday held talks in Sharem al Sheikh. Before the summit, there were erports that during the meeting, Mubarak will offer Assad ",World
"ADV: Free Weeks of The Wall Street Journal Global events, financial markets, your personal finances - The Wall Street Journal is the one source that tells you how all the pieces fit together. Subscribe now and get up to 8 free weeks!",Business
"Orange makes fashion, political statements in Kiev KIEV -- Orange scarves, suspenders, turtlenecks, sunglasses, even diapers. Viktor Yushchenko's supporters have flooded the streets of the Ukrainian capital sporting the opposition candidate's color. It's a fashion statement with a political message.",World
Honda moves in at BAR As we exclusively predicted earlier this week Honda has bought into British American Racing. David Richards will now stand down and Nick Fry will take over.,Sports
"Cink gets drop on soggy NEC field Free from the burden of trying to make the Ryder Cup team, Stewart Cink looked at ease yesterday at the NEC Invitational in Akron, Ohio. The marathon day ended with his name atop the leaderboard.",Sports
"Delta flies toward clouds of Chapter 11 Delta Air Lines on Tuesday slashed pay for most workers, and pilots agreed to contract changes that should prevent a wave of pilot retirements from pushing it into bankruptcy protection.",Business
"Oklahoma Moseys Into Texas and Takes the Beast by the Horns The gloomy day provided a fitting setting for the Longhorns, who lost because of a dismal offense and their inability to stop the freshman tailback Adrian Peterson.",World
"Shoppers Hospitalized After Pepper Spray Police were reviewing video camera footage to find out who discharged pepper spray inside an elevator at Toys R Us #39; crowded flagship store, sending at least three people to the hospital, authorities said.",Business
"Counsell returns to Diamondbacks Shortstop Craig Counsell returned to the Arizona Diamondbacks, agreeing Wednesday to a \$2.7 million, two-year contract. Arizona traded Counsell to the Milwaukee Brewers after the 2003 season ",Sports
Police given four more days to question men arrested on suspicion &lt;b&gt;...&lt;/b&gt; POLICE were yesterday granted more time to question four men arrested on suspicion of terrorism following a tip off from a Sunday newspaper.,World
"EADS to make bid for Thales PARIS, Nov 12 (AFP) - The European Aeronautic, Defence and Space Company (EADS) will soon launch a bid for French defence electronics group Thales in a deal orchestrated by the French government, which owns just over 15 percent of EADS and 31 percent of ",Business
"Stem cells scientists can use are tainted Washington -- All of the human embryonic stem cells available to federally funded scientists under President Bush #39;s 3-year-old research policy share a previously unrecognized trait that fosters rejection by the immune systems, diminishing their potential ",Sci/Tech
"Soaring oil 'hits world economy' The soaring cost of oil hits global economic growth, although recovery is not a distant prospect, according to the OECD.",Business
SEC Probes Bisys Group Unit Over Payments Bisys Group Inc. said Monday that the Securities and Exchange Commission is investigating its fund services unit over certain expense payments.,Business
"Centerra Gold reports Q3 profit of \$28.7M, up from \$2.8Ma year ago TORONTO (CP) - Centerra Gold Inc. reported a sharp increase in quarterly profits compared with a year ago, helped by increased gold sales and better prices.",Business
Pavano Unlikely to Return to Marlins (AP) AP - Carl Pavano probably won't return to the Florida Marlins but needs time to choose among the six American League teams that have courted him.,Sports
"AMD launches PC  #39;for the rest of us world #39; AMD yesterday formally launched  #39;Emma #39; - its low-cost Internet access appliance - or the  #39;Personal Internet Communicator #39;, as its now officially dubbed.",Sci/Tech
"Poland Honors Priest Slain in 1984 (AP) AP - Poles lit candles and laid flowers Tuesday at the grave of pro-Solidarity priest Jerzy Popieluszko, abducted and killed by the communist secret police 20 years ago in a murder described in parliament as ""one of the last acts of terror"" by the former regime.",World
"Iran: Problems With EU Countries In Nuclear Talks 6 November 2004 -- An Iranian negotiator says some problems remain at talks with Britain, France, and Germany on resolving a dispute over Iran #39;s nuclear program but that he still hopes an understanding can be reached.",World
"Oil Slows Manufacturing Growth Growth in manufacturing slowed from the euro zone to Japan in October as strong oil prices and a stuttering global economy took their toll, although British companies performed better, survey data showed.",Business
New Images Reveal Clouds on Planet Uranus (SPACE.com) SPACE.com - New images of the planet Uranus reveal more diversity in cloud features than ever seen before.,Sci/Tech
"Fierce T. rex #39;s  #39;fluffy #39; history What is more, the creature, which lived 60 to 70 million years before T. rex, had fluffy feathers covering its body. Xing Xu and colleagues from the Chinese Academy of Sciences in Beijing found their tyrannosauroid ",Sci/Tech
F1 BOSS TO SUE STEWART The billionaire businessman is said to be  #39;livid #39; over comments made by Sir Jackie in the battle to save the British Grand Prix.,Sports
"SpaceShipOne Wins Ten-Million-Dollar X Prize Brian Binnie, a veteran US Navy aviator and one of four pilots trained to fly SpaceShipOne, piloted the spacecraft.  quot;Flying this vehicle is literally a rush, quot; he said after the historic flight.",Sci/Tech
"Leaders reassure Pakistan-US ties remain strong Presidents George W. Bush of the United States and Pervez Musharraf of Pakistan met Saturday to emphasize that ties between their nations remain strong, despite Islamabad #39;s decision to scale back its search for Osama bin Laden.",World
"Snohomish County, Marysville, back out of track plan MARYSVILLE, Wash. -- Plans for a NASCAR race track in Snohomish County crashed and burned Monday, when local leaders advised International Speedway Corp.",Business
"US Air to Seek 5-Year Extension for Pension Fund Payments S Airways, facing a cash shortage as it tries to avoid another bankruptcy filing, said yesterday that it would seek government permission to stretch out \$67.5 million in contributions it owes to the pensions of its mechanics and ...",Business
Wal-Mart does the notebook price limbo The retailer trots out a portable PC for less than \$600. Is it getting ready for a laptop push for the holidays?,Sci/Tech
A Music Download Site for Artists Less Known eMusic is launching a revamped music download service that carries only music from independent labels.,Sci/Tech
"Iraq to Widen Arms Amnesty, Bring Falluja to Heel  BAGHDAD (Reuters) - Iraq's interim government will declare  a nationwide arms amnesty next week, but insists the city of  Falluja must turn in foreign militants or face assault,  National Security Adviser Kassim Daoud said Monday.",World
"China Seeks to Soothe Markets on Rates China sought Friday to soothe concerns over a surprise interest rate rise, its first in nearly a decade and one which is expected to kick off a series of increases to cool growth in the world #39;s seventh-biggest economy.",Business
"Iran not plotting Shiite  #39;crescent LONDON, Dec 11 (IranMania) - Iraqi Vice-President Ibrahim al-Jaafari refused to believe in remarks published Friday that Iran was attempting to influence Iraqi polls with the aim of creating a  quot;crescent quot; dominated by Shiites in the region.",World
"Sony Launches MP3 Walkmans to Counter IPod  LONDON (Reuters) - Sony Corp &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=6758.T qtype=sym infotype=info qcat=news""&gt;6758.T&lt;/A&gt; launched its first  MP3-compatible flash memory digital music players under the  Walkman name on Monday in the latest bid to reclaim the lead in  a market it has lost to Apple Computer's iPod.",Sci/Tech
Dutch uncover diary of Nazi camp The diary of the dark days a Jewish teenager spent in a Nazi detention camp awaiting deportation has come to light in the Netherlands.,World
"Ballmer: Windows Safer than Linux Microsoft CEO Steve Ballmer on Wednesday plunged headfirst into the controversial waters of comparing the benefits and advantages of the Windows platform with Unix and Linux in an executive e-mail he sent to customers, partners and subscribers.",Sci/Tech
"Four Car Bombs, Attacks Kill 37 in Iraq  SAMARRA, Iraq (Reuters) - Insurgents detonated four car  bombs and attacked police stations in the Iraqi city of Samarra  on Saturday, killing at least 37 people and wounding 62, police  and health officials said.",World
"Two Afghan Blasts Kill at Least 15; Taliban Claims 1  KABUL (Reuters) - At least 15 people have been killed in  explosions in an upscale district of the Afghan capital Kabul  and at a school in a southeastern province where nine children  died, officials said Sunday.",World
"Hong Kong Scientists Advance the Fight Against SARS (Reuters) Reuters - Scientists in Hong Kong said on\Tuesday they had devised a new way to identify chemicals that\can counter new and dangerous viruses, such as SARS, and these\chemicals may be developed into drugs.",Sci/Tech
"Burned before, Kyocera recalls cell phone batteries Cell phone maker flags defects in three product lines. The recall follows a rash of flaming or exploding devices.",Sci/Tech
"Gateway aims to reduce hot air The Irvine, Calif., PC maker on Thursday will revamp its E-Series line of desktop PCs for businesses with three new models, including a 6300 that sports a new motherboard design, dubbed Balanced Technology Extended (BTX), that helps machines run cooler ",Sci/Tech
"Cambodia Women's Shelter Closes After Raid (AP) AP - A shelter for women and girls forced into the sex trade temporarily shut its doors Friday after gunmen kidnapped 92 of its occupants and made death threats against the staff, the shelter's director said.",World
"USC can #39;t afford to relax in upcoming football contests Better come focused, not drift. Remember the last visit here and recognize exactly what could be at stake. It #39;s the new USC theme -- win or else.",Sports
"Dale Earnhardt: In the presence of a legend By Wayne Pearson, host of ESPN #39;s  quot;Ultimate Outdoors quot;. It #39;s been my experience that the term  quot;legend, quot; when describing an individual, has been tossed around all too freely.",Sports
"Ljubisa Beara Surrendered to the Serbian Authorities Ljubisa Beara, former Chief of Intelligence of the Chiefs of Staff of the RS Army and accused by the Hague Tribunal (ICTY) for crimes against humanity, surrendered yesterday to the Serbian authorities and was transported to The Hague, reports official ",World
Cisco To Pay \$74 Million for Security Vendor Perfigo Yankee Group senior analyst Zeus Kerravala told the E-Commerce Times that CleanMachines is a good fit for Cisco #39;s Network Admission Control (NAC) architecture.,Sci/Tech
"Report: Consumers tuning in to plasma TVs Shipments go up, prices go down...with more of the same on the horizon.",Sci/Tech
"Iran, Europeans Launch Nuclear Talks Seeking Trust Three European powers and Iran began talks on a long-term agreement on nuclear, economic and security cooperation on Monday with both sides seeking to build trust amid continuing suspicion over Tehran #39;s atomic program.",World
Companies unveil details on getting free credit reports The nation #39;s three biggest credit reporting companies have announced details about how consumers can receive copies of their credit reports for free once a year ,Business
"Space Shuttle Columbia Fragment Found in Texas LUFKIN, Texas (AP) -- A large piece of space shuttle Columbia debris was found recently in southeast Texas, a NASA official said.    The 6-foot-long piece of the crew compartment was discovered two weeks ago in Newton County by a wildlife biologist, sheriffs officials said...",Sci/Tech
German Police Foil Plot To Kill Iraqi Premier German police Friday arrested three Iraqis suspected of hastily putting together a failed plot to assassinate interim Iraqi Prime Minister Ayad Allawi during his visit for talks with Chancellor Gerhard Schroeder.,World
"Cisco Cements Walkie-Talkie Deal The San Jose, Calif., networking giant said Monday that it will pay \$55 million in cash for closely held dynamicsoft, a communications software developer based in Parsippany, NJ The company specializes in push-to-talk technology.",Business
"Wireless gaming firms announce acquisitions, partnerships The scramble to find allies continued in the mobile gaming arena with two new partnerships and an acquisition. Tiger Telematics, the US-based producer of the Gizmondo mobile gaming console that launched in ",Sci/Tech
Bonds Heads Home Still Looking for No. 700 (AP) AP - Barry Bonds left Milwaukee without No. 700. Aramis Ramirez left the Cincinnati Reds in awe.,Sports
"Opposition forms 900km human chain against government: World News: Dhaka, Dec 11 : Hundreds of thousands of people formed a 900 km-human chain across Bangladesh to show  quot;no confidence quot; in the Bangladesh Nationalist Party (BNP)-led coalition government.",World
"SA Rugby set to score big with Super 14 The Super 12 will become a Super 14 with additional teams in Australia and South Africa and the Tri-Nations will be expanded to nine matches between the Springboks, the Wallabies and the All Blacks.",Sports
"Fujimori Accounts Hold Millions of Dollars -- Peru (Reuters) Reuters - Former Peruvian President Alberto\Fujimori's bank accounts contain millions of dollars, much more\than he could earn and potential proof that he stole large sums\of state money during his 10-year rule, a Supreme Court judge\said on Saturday.",World
"Kerr-McGee to stop Savannah #39;s sulfate pigment production Kerr-McGee Corp. plans to shut down its Savannah, Ga., pigment sulfate production, resulting in charges of \$75 million to \$85 million in the third quarter.",Business
FCC Rules Vonage is Not Subject to State Jurisdiction The FCC ruled that Vonage #39;s broadband telephony service is not subject to traditional state public utility regulation and asserted its federal authority over VoIP.,Business
"Plans for air calls Air passengers could soon be allowed to use their mobile phones during flights, Sky News reports. Planes are currently one of the few sanctuaries from the modern curse of the mobile ring tone, but America #39;s ",Business
"ND's president speaks his mind A turbulent situation at Notre Dame became even more stormy yesterday when outgoing president Rev. Edward Malloy, speaking at a panel discussion in New York, criticized the school's decision to fire football coach Tyrone Willingham last week.",Sports
"Afghan Candidate Claims Fraud in Elections KABUL, Afghanistan - The chief rival of interim President Hamid Karzai said he has evidence of organized fraud in Afghanistan's election and accused the U.N.-Afghan electoral commission on Monday of ignoring his complaints.    In the second deadly incident surrounding the election, five people - including at least one election worker - were killed by an explosion as they drove near the Pakistan border, the joint U.N.-Afghan electoral commission said...",World
"Titans get 542 yards, 38 points - and a loss to Chiefs Two of the league #39;s most disappointing teams put on quite a show in prime time. And after all the wild plays and big offensive numbers last night, a phantom penalty, followed by a 9-yard touchdown catch by ",Sports
"Cotton on consumers The 2004 Global Lifestyle Monitor survey, conducted by Cotton Incorporated and Cotton Council International, reveals about 68.7 per cent of consumers surveyed in five Chinese cities say the material used is the deciding factor.",World
"Damon #39;s play top choice In the first inning last night at Fenway Park, Red Sox stats, schedule leadoff hitter Johnny Damon stats, news jump-started his team #39;s offense by hitting a home run to right field. ",Sports
"Sometimes, Your New Smile Will Make You Frown Veneers, porcelain shells bonded to the front side of the teeth, may not provide smiles as pretty as expected.",Sci/Tech
"NBA Suspends Artest for Remainder of Season  NEW YORK (Sports Network) - The NBA showed no mercy on  Sunday, suspending Indiana's Ron Artest for the remainder of  the season for his part in a brawl between the Pacers and the  Detroit Pistons on Friday night.",Sports
"Oil prices below \$54 a barrel Crude futures prices fell sharply Wednesday, falling below \$54 a barrel, as traders shelved concerns about tight winter-fuel supplies and focused on government data showing faster-than-expected growth in US oil inventories.",Business
"Ryder Dream Pairing Becomes a Nightmare for Sutton  BLOOMFIELD HILLS, Michigan (Reuters) - Tiger Woods and Phil  Mickelson had been dubbed by their Ryder Cup captain as the  dream pairing but they gave Hal Sutton nothing but a king-sized  headache Friday.",Sports
"Henry seeks friendlier feud An end to the Evil Empire? Call him a magnanimous winner, but John W. Henry , the principal owner of the Red Sox, wants to declare a ceasefire in the war of words between the Sox and Yankees.",Sports
European Businesses Protest Possible Ban (AP) AP - European business leaders in Japan lambasted on Wednesday a plan by the nation's ruling party to ban prepaid cell phones as a move that would raise questions about discrimination against a foreign-owned carrier.,Sci/Tech
"UPDATE 1-Argentina to issue up to \$41.8 bln in bond swap Argentina will issue up to \$41.8 billion in new bonds as part of its world-record swap of \$100 billion in defaulted debt, Economy Minister Roberto Lavagna told reporters on Monday.",Business
Twelve UN Agencies Warn of Deep Crisis in Gaza Twelve United Nations agencies working in Gaza today stated that the ongoing violence on top of the sharply deteriorating humanitarian situation this year is pushing the Palestinian population into a deep crisis.,World
Kiev Protesters Look Ahead Opponents of Ukranian premier Viktor Yanukovychdesires seek to carry their country not only to democratic rule but also to alter the direction of its history.,World
Does Your Car Have a Spy in the Engine? An event data recorder is the automotive equivalent of the black boxes used to reconstruct plane crashes.,Sci/Tech
"WTO Approves US Trade Sanctions The World Trade Organization has authorized seven countries to levy multi-million dollar sanctions on US imports. A spokesman in Geneva Friday said the European Union, India, Japan, South Korea ",Business
"Internet boom for gift shopping Online shopping has become hugely popular among Britons in the run-up to Christmas, research suggests.",Sci/Tech
Australia and Pakistan set to wage speed war Australia and Pakistan have both delayed naming their teams for the first test starting in Perth on Thursday as they consider adding extra pacemen to their bowling stocks in anticipation of a speed war.,Sports
Treasuries Trim Losses After Data  NEW YORK (Reuters) - U.S. Treasury debt prices shaved  narrow losses on Tuesday following news of a weaker than  expected reading on the U.S. economy's huge services sector.,Business
"Jobs report surprise a bonanza for CME volume Turnover on the Chicago Mercantile Exchange #39;s (CME.N: Quote, Profile, Research) Globex electronic trading platform hit a record on Friday after the surprising US jobs report, the largest US futures exchange said on Monday.",Business
"Israel, Egypt Move Toward Warm Relations (AP) AP - In a series of dramatic steps capped Sunday by a high-profile prisoner swap, Israel and Egypt are moving rapidly to improve relations, seizing the opportunity for a Middle East peace deal presented by Yasser Arafat's death.",World
"Gaza Strip Mortar Attack Injures 11 Israeli Soldiers (Update3) A mortar attack on an Israeli military post in the southern Gaza Strip injured 11 soldiers, the Israel Defense Forces said. Israeli troops hours later raided the Khan Younis refugee camp, the Haaretz newspaper reported.",World
U.S. Says UN Not Being Tough Enough on Sudan (Reuters) Reuters - The United States\accused Sudan on Thursday of using attack helicopters against\African villagers and said the United Nations was not being\tough enough on Khartoum.,World
"Day 2 in Kobe Bryant jury selection Prosecutors and defense attorneys in the Kobe Bryant rape trial will quiz 41 new potential jurors behind closed doors Tuesday, after questioning the same number a day earlier.",Sports
Pinochet Faces Tax Charges in Chile Chile's Internal Tax Service filed a criminal complaint against former ruler Augusto Pinochet after an investigation of his accounts at Riggs Bank in Washington. Riggs was not a subject of the complaint.,Business
"Police and FA to investigate racism allegations at Blackburn London, England (Sports Network) - Just four days after racist chants marred a friendly between England and Spain, Birmingham City says striker Dwight Yorke was racially abused during a match at Blackburn on Sunday.",Sports
"Frenchman Shot Dead in Saudi Arabia  JEDDAH (Reuters) - A Frenchman was shot dead in the Saudi  city of Jeddah early on Sunday, in a killing that mirrored  recent attacks by al Qaeda militants trying to destabilize the  world's largest oil exporter.",World
"Cocaine-Laden Plane Seized in Paraguay Paraguayan police captured a leading Brazilian drug trafficking suspect after a gunbattle with the occupants of a cocaine-laden plane near the border with Brazil, authorities said.",World
"EDS Expects to Cut Up to 20,000 Jobs  SAN FRANCISCO (Reuters) - Electronic Data Systems Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=EDS.N target=/stocks/quickinfo/fullquote""&gt;EDS.N&lt;/A&gt;, one of the world's biggest computer services  companies, is likely to cut up to 20,000 jobs over the next two  years, the company's chief executive said on Thursday.",Business
"Jimenez fires 64 for lead at Omega Hong Kong Open Spaniard Miguel Angel Jimenez took his customary position when a superb six-under-par 64 hauled him into the halfway lead at the US\$800,000 Omega Hong Kong Open today.",Sports
NBA Wrap: Spurs Squeeze Past Pistons (Reuters) Reuters - Tony Parker scored 20 points and Brent\Barry made two free throws in the final seconds to give the San\Antonio Spurs an 80-77 win over the Detroit Pistons Friday.,Sports
"Iran Again Warns Israel Against Attack (AP) AP - Insisting that Tehran's nuclear program is peaceful, Iran's foreign minister reiterated Tuesday that Iran would retaliate to any Israeli strike against its nuclear facilities.",World
More than 80 Protesters Dead as Thai Government Cracks Down on &lt;b&gt;...&lt;/b&gt; Thai security forces have begun large-scale detentions in the predominately-Muslim south of the country following a clash with demonstrators Monday that left more than 80 protesters dead.,World
"China 'blocks Google news site' China has been accused of blocking access to Google News by the media watchdog, Reporters Without Borders.",World
"Arabs: Terror War Has Spread Instability (AP) AP - Victims of the Sept. 11 attacks were mourned worldwide Saturday, but in the Middle East, amid sympathy for the dead, Arabs said Washington's support for Israel and the war on terror launched in the aftermath of the World Trade Center's collapse have only fueled anger and violence.",World
"SU Football Trails Purdue 20-0 At Halftime WEST LAFAYETTE, In. - The Orange put together a nice drive to end the first half, but came away empty as senior receiver Jared Jones couldnt handle a low snap on a 24-yard field-goal attempt with 27 seconds remaining in the half.",Sports
"Scientists Pick Up Pieces of Genesis Space Capsule By PAUL FOY     DUGWAY PROVING GROUND, Utah (AP) -- Scientists with tweezers picked through the twisted wreckage of a space capsule that crash-landed on Earth, hoping that microscopic clues to the evolution of the solar system weren't completely lost in Utah's salt flats.    NASA engineers were stunned Wednesday when neither parachute deployed aboard the Genesis capsule and the craft plummeted to the ground at 193 mph, breaking open like a clamshell and exposing its collection of solar atoms to contamination...",Sci/Tech
Treasuries Slip as NY Factories Rebound  NEW YORK (Reuters) - U.S. Treasury prices sagged on  Wednesday as a rebound in regional manufacturing stoked  speculation the sector as a whole could be doing better.,Business
"Nadal Nails Roddick to Give Spain 2-0 Lead  SEVILLE, Spain (Reuters) - Teenage rookie Rafael Nadal  blunted the world's fastest serve on Friday to stun Andy  Roddick and give Spain a 2-0 lead over the United States in the  Davis Cup final.",Sports
"Yankees Still Pondering the Enigmatic Brown MINNEAPOLIS, Oct. 7 - Kevin Brown is as predictable as the height of the artificial turf at the Metrodome because he rarely changes. He trudges into the clubhouse with his chin to his chest, says little, takes his uniform into the trainer's room and gets dressed apart from his teammates and reporters.",Sports
TRESCOTHICK: WE ARE A TEAM OF FIGHTERS England will go into their winter break with Marcus Trescothick predicting their one-day line-up can bounce back from the heartbreak of their ICC Champions Trophy final defeat.,Sports
Nortel Further Delays Release of Financial Statements Nortel Networks said the further delay in its release of financial information will  quot;permit the resolution of focused revenue reporting issues and remaining accounting matters identified by Nortel management.,Business
